flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
     482, 2010-05-08, 2010-05-08 18:41:00, 2010-05-08 18:55:00, 2010-05-08 19:14:00, B7.2      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     483, 2010-05-08, 2010-05-08 20:04:00, 2010-05-08 20:11:00, 2010-05-08 20:18:00, C2.4      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     484, 2010-05-09, 2010-05-09 15:23:00, 2010-05-09 15:41:00, 2010-05-09 16:14:00, B1.3      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     485, 2010-05-09, 2010-05-09 20:50:00, 2010-05-09 21:14:00, 2010-05-09 21:44:00, B2.1      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     486, 2010-05-10, 2010-05-10 10:59:00, 2010-05-10 11:06:00, 2010-05-10 11:15:00, B1.4      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     487, 2010-05-11, 2010-05-11 08:39:00, 2010-05-11 08:43:00, 2010-05-11 08:47:00, B1.1      , "(19, -20)"  ,              11068, "(19, -20)"                   , 291.77446265166077 , -279.93450855330696, -0.3420201433256687 , 0.305933992306277    ,                               , -20.0 , 19.0
     488, 2010-05-11, 2010-05-11 19:33:00, 2010-05-11 20:16:00, 2010-05-11 20:42:00, B1.5      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     489, 2010-05-12, 2010-05-12 02:08:00, 2010-05-12 02:22:00, 2010-05-12 02:29:00, B1.5      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     490, 2010-05-12, 2010-05-12 13:52:00, 2010-05-12 14:09:00, 2010-05-12 14:19:00, B1.6      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     491, 2010-05-13, 2010-05-13 03:49:00, 2010-05-13 03:55:00, 2010-05-13 03:59:00, B2.8      , "(0, 0)"     ,              11068,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     492, 2010-05-22, 2010-05-22 21:39:00, 2010-05-22 21:47:00, 2010-05-22 21:52:00, B1.3      , "(0, 0)"     ,              11072,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     493, 2010-05-23, 2010-05-23 05:09:00, 2010-05-23 05:15:00, 2010-05-23 05:21:00, B1.4      , "(0, 0)"     ,              11072,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     494, 2010-05-23, 2010-05-23 16:52:00, 2010-05-23 18:01:00, 2010-05-23 20:08:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     495, 2010-05-23, 2010-05-23 21:34:00, 2010-05-23 21:39:00, 2010-05-23 21:45:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     496, 2010-05-24, 2010-05-24 13:05:00, 2010-05-24 14:46:00, 2010-05-24 15:50:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     497, 2010-05-25, 2010-05-25 15:46:00, 2010-05-25 15:51:00, 2010-05-25 15:55:00, B6.5      , "(32, -16)"  ,              11072, "(32, -16)"                   , 484.2402412977693  , -242.332891851114  , -0.27563735581699916, 0.5093910906471967   ,                               , -16.0 , 32.0
     498, 2010-05-27, 2010-05-27 23:00:00, 2010-05-27 23:15:00, 2010-05-27 23:25:00, B1.4      , "(0, 0)"     ,              11072,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     499, 2010-06-02, 2010-06-02 18:41:00, 2010-06-02 18:45:00, 2010-06-02 18:50:00, B1.0      , "(0, 0)"     ,              11075,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     500, 2010-06-02, 2010-06-02 22:49:00, 2010-06-02 22:53:00, 2010-06-02 23:00:00, B1.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     501, 2010-06-03, 2010-06-03 11:28:00, 2010-06-03 11:31:00, 2010-06-03 11:45:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     502, 2010-06-03, 2010-06-03 12:30:00, 2010-06-03 12:33:00, 2010-06-03 12:36:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     503, 2010-06-03, 2010-06-03 13:32:00, 2010-06-03 13:38:00, 2010-06-03 13:43:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     504, 2010-06-03, 2010-06-03 13:49:00, 2010-06-03 13:55:00, 2010-06-03 14:02:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     505, 2010-06-06, 2010-06-06 02:50:00, 2010-06-06 02:55:00, 2010-06-06 03:01:00, B1.4      , "(0, 0)"     ,              11076,                               ,                    ,                    ,                     ,                      ,                               ,       , 
